"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_total","reqt_hs_rank","reqt_test_scores","reqt_hs_gpa","reqt_college_prep","reqt_recommendations","sat_crit_read_25_pctl","sat_crit_read_75_pctl","sat_math_25_pctl","sat_math_75_pctl","act_composite_25_pctl","act_composite_75_pctl","act_english_25_pctl","act_english_75_pctl","act_math_25_pctl","act_math_75_pctl","institution_level","completion_rate_150pct"
"2013","144005","Chicago State University","Illinois","5219","1495","276","Neither required nor recommended","Required","Required","Recommended","Neither required nor recommended","430","510","450","530","17","20","15","20","16","20","Four or more years","0.192"
"2013","144014","Chicago Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","144050","University of Chicago","Illinois","30304","2670","1426","Recommended","Required","Recommended","Neither required nor recommended","Required","720","800","720","790","32","35","33","35","31","35","Four or more years","0.929"
"2013","144281","Columbia College-Chicago","Illinois","8005","7247","2161","Neither required nor recommended","Recommended","Required","Required","Required","","","","","","","","","","","Four or more years","0.429"
"2013","144351","Concordia University-Chicago","Illinois","3692","2009","376","Recommended","Required","Required","Recommended","Neither required nor recommended","440","590","450","580","20","24","19","25","18","24","Four or more years","0.578"
"2013","144740","DePaul University","Illinois","19957","11948","2425","Recommended","Recommended","Required","Required","Required","530","630","520","630","23","28","23","29","22","27","Four or more years","0.712"
"2013","144759","DeVry University-Illinois","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2013","144777","DeVry University-Administrative Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","144883","East-West University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.1"
"2013","144892","Eastern Illinois University","Illinois","7881","4879","1333","Neither required nor recommended","Required","Required","Recommended","Recommended","","","","","19","24","19","24","17","24","Four or more years","0.595"
"2013","144962","Elmhurst College","Illinois","2702","1940","506","Required","Required","Required","Recommended","Recommended","450","550","450","580","21","26","20","27","21","26","Four or more years","0.74"
"2013","144971","Eureka College","Illinois","960","651","138","Required","Required","Required","Recommended","Required","565","665","530","650","19","26","18","25","18","25","Four or more years","0.529"
"2013","145275","Garrett-Evangelical Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","145336","Governors State University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","145372","Greenville College","Illinois","1723","1132","277","Recommended","Required","Required","Recommended","Recommended","432","550","515","595","19","25","18","26","17","25","Four or more years","0.475"
"2013","145460","Harrington College of Design","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.42"
"2013","145497","Hebrew Theological College","Illinois","428","398","341","Recommended","Required","Required","Recommended","Required","470","600","440","550","18","24","18","27","16","23","Four or more years","0.061"
"2013","145558","Rosalind Franklin University of Medicine and Science","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","145600","University of Illinois at Chicago","Illinois","14603","10427","3104","Required","Required","Required","Required","Recommended","490","600","510","640","21","26","21","27","22","27","Four or more years","0.597"
"2013","145619","Benedictine University","Illinois","2108","1465","635","Neither required nor recommended","Required","Required","Neither required nor recommended","Required","","","","","19","25","19","26","19","26","Four or more years","0.509"
"2013","145628","Illinois College of Optometry","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","145637","University of Illinois at Urbana-Champaign","Illinois","33203","20716","7329","Recommended","Required","Recommended","Required","Neither required nor recommended","560","670","700","780","26","31","26","32","26","33","Four or more years","0.842"
"2013","145646","Illinois Wesleyan University","Illinois","3556","2076","529","Recommended","Required","Recommended","Recommended","Required","510","620","570","740","25","30","25","31","25","30","Four or more years","0.806"
"2013","145691","Illinois College","Illinois","2560","1569","270","Required","Neither required nor recommended","Required","Recommended","Recommended","410","540","410","580","19","25","18","26","18","25","Four or more years","0.753"
"2013","145725","Illinois Institute of Technology","Illinois","2840","1618","465","Recommended","Required","Recommended","Recommended","Required","520","640","640","740","25","30","24","31","26","33","Four or more years","0.652"
"2013","145770","Argosy University-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.467"
"2013","145813","Illinois State University","Illinois","15354","10582","2981","Recommended","Required","Required","Required","Neither required nor recommended","","","","","22","26","21","26","21","26","Four or more years","0.719"
"2013","145886","Institute for Clinical Social Work","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","146010","International Academy of Design and Technology-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.155"
"2013","146241","The John Marshall Law School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","146339","Judson University","Illinois","737","521","201","Neither required nor recommended","Required","Required","Recommended","Recommended","460","540","500","590","18","27","17","28","17","27","Four or more years","0.497"
"2013","146384","DeVry University's Keller Graduate School of Management-Illinois","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2013","146393","Kendall College","Illinois","269","236","97","Neither required nor recommended","Recommended","Required","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years","0.3"
"2013","146427","Knox College","Illinois","2660","1994","380","Recommended","Recommended","Recommended","Required","Required","","","","","","","","","","","Four or more years","0.804"
"2013","146481","Lake Forest College","Illinois","3684","2110","403","Recommended","Recommended","Required","Required","Required","510","620","510","620","23","28","22","29","23","27","Four or more years","0.73"
"2013","146490","Lake Forest Graduate School of Management","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","146533","Lakeview College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","146612","Lewis University","Illinois","5432","3035","694","Recommended","Required","Required","Required","Recommended","440","550","480","590","21","26","21","26","21","26","Four or more years","0.625"
"2013","146621","Lexington College","Illinois","37","33","11","Recommended","Required","Required","Recommended","Required","","","","","15","20","14","20","15","20","Four or more years",""
"2013","146667","Lincoln Christian University","Illinois","176","121","67","Recommended","Required","Required","Recommended","Required","390","500","360","400","19","24","19","25","17","25","Four or more years","0.575"
"2013","146676","Lincoln College","Illinois","1101","963","371","Recommended","Required","Required","Neither required nor recommended","Recommended","","","","","16","19","14","19","15","19","Four or more years","0.259"
"2013","146719","Loyola University Chicago","Illinois","15438","13128","2512","Recommended","Required","Required","Recommended","Required","520","630","530","630","24","29","24","31","24","28","Four or more years","0.733"
"2013","146728","Lutheran School of Theology at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","146755","Trinity College of Nursing & Health Sciences","Illinois","3","0","0","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","","","","","","","","","","","Four or more years","0.5"
"2013","146825","MacMurray College","Illinois","1027","769","120","Recommended","Required","Required","Recommended","Neither required nor recommended","360","470","390","540","19","22","18","23","18","22","Four or more years","0.289"
"2013","146977","McCormick Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","147013","McKendree University","Illinois","1617","1017","387","Recommended","Required","Required","Required","Required","450","520","490","530","20","25","19","25","19","25","Four or more years","0.565"
"2013","147031","Meadville Lombard Theological School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","147129","Methodist College","Illinois","44","38","14","Neither required nor recommended","Required","Required","Neither required nor recommended","Neither required nor recommended","","","","","21","23","21","25","19","24","Four or more years",""
"2013","147165","Midstate College","Illinois","25","21","14","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.391"
"2013","147244","Millikin University","Illinois","3906","2153","451","Required","Required","Required","Recommended","Required","490","570","440","580","21","26","21","27","20","26","Four or more years","0.614"
"2013","147341","Monmouth College","Illinois","2973","1912","392","Required","Required","Required","Recommended","Required","490","540","470","510","20","25","20","24","19","25","Four or more years","0.556"
"2013","147369","Moody Bible Institute","Illinois","1024","702","521","Neither required nor recommended","Recommended","Required","Recommended","Required","","","","","","","","","","","Four or more years","0.865"
"2013","147536","National Louis University","Illinois","84","83","25","Neither required nor recommended","Recommended","Required","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.25"
"2013","147590","National University of Health Sciences","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","147660","North Central College","Illinois","4082","2598","529","Neither required nor recommended","Required","Required","Required","Recommended","","","","","22","27","21","27","21","27","Four or more years","0.629"
"2013","147679","North Park University","Illinois","3961","2073","373","Recommended","Required","Required","Recommended","Required","","","465","580","19","25","19","26","18","25","Four or more years","0.534"
"2013","147697","Northern Baptist Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","147703","Northern Illinois University","Illinois","25914","14545","2679","Required","Required","Required","Required","Neither required nor recommended","450","550","450","580","19","24","19","25","18","25","Four or more years","0.496"
"2013","147767","Northwestern University","Illinois","32060","4912","2037","Recommended","Required","Required","Required","Required","690","760","700","790","31","34","32","35","30","35","Four or more years","0.933"
"2013","147776","Northeastern Illinois University","Illinois","5350","3200","808","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","","","","","16","21","15","22","16","21","Four or more years","0.218"
"2013","147828","Olivet Nazarene University","Illinois","3719","3048","753","Recommended","Required","Recommended","Recommended","Required","","","","","21","27","21","28","20","27","Four or more years","0.559"
"2013","148016","Principia College","Illinois","189","159","127","Recommended","Required","Required","Neither required nor recommended","Required","460","623","458","600","20","29","21","32","21","28","Four or more years","0.877"
"2013","148131","Quincy University","Illinois","1078","955","275","Recommended","Required","Required","Recommended","Recommended","410","500","500","570","20","25","19","25","18","25","Four or more years","0.49"
"2013","148177","The Illinois Institute of Art-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.26"
"2013","148335","Robert Morris University Illinois","Illinois","4080","857","719","Recommended","Recommended","Required","Recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.474"
"2013","148405","Rockford University","Illinois","1074","440","113","Required","Required","Required","Required","Neither required nor recommended","363","553","453","665","19","25","17","24","17","24","Four or more years","0.446"
"2013","148487","Roosevelt University","Illinois","3370","2655","444","Recommended","Required","Required","Required","Neither required nor recommended","480","630","440","590","19","25","20","25","17","24","Four or more years","0.304"
"2013","148496","Dominican University","Illinois","3502","2100","497","Required","Required","Required","Required","Neither required nor recommended","490","540","480","620","20","24","20","25","18","24","Four or more years","0.627"
"2013","148511","Rush University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","148575","Saint Francis Medical Center College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","148584","University of St Francis","Illinois","1706","877","237","Required","Required","Required","Required","Recommended","480","610","440","620","21","25","20","26","20","26","Four or more years","0.562"
"2013","148593","St John's College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","148627","Saint Xavier University","Illinois","10513","5313","594","Neither required nor recommended","Required","Required","Neither required nor recommended","Recommended","455","570","440","545","19","24","18","24","18","24","Four or more years","0.545"
"2013","148654","University of Illinois at Springfield","Illinois","1469","878","316","Recommended","Required","Required","Required","Recommended","465","623","440","665","20","27","20","27","19","26","Four or more years","0.487"
"2013","148724","Seabury-Western Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","148849","Shimer College","Illinois","28","8","8","Neither required nor recommended","Neither required nor recommended","Recommended","Recommended","Required","","","","","","","","","","","Four or more years","0.296"
"2013","148876","Saint Augustine College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.32"
"2013","148885","University of Saint Mary of the Lake","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","148982","Spertus College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","149028","Saint Anthony College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","149222","Southern Illinois University-Carbondale","Illinois","11634","9176","2612","Recommended","Required","Required","Required","Neither required nor recommended","450","590","470","620","19","25","19","26","17","25","Four or more years","0.443"
"2013","149231","Southern Illinois University-Edwardsville","Illinois","7646","6437","1966","Required","Required","Required","Recommended","Neither required nor recommended","470","580","480","590","20","25","20","26","19","26","Four or more years","0.505"
"2013","149240","Southern Illinois University-System Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","149329","Telshe Yeshiva-Chicago","Illinois","18","18","18","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Required","","","","","","","","","","","Four or more years","0.235"
"2013","149505","Trinity Christian College","Illinois","583","526","205","Recommended","Required","Required","Required","Required","450","640","460","630","20","25","20","26","19","26","Four or more years","0.579"
"2013","149514","Trinity International University-Illinois","Illinois","446","418","182","Recommended","Required","Required","Required","Required","460","600","470","560","20","25","20","26","18","25","Four or more years","0.463"
"2013","149587","University of Illinois University Administration","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","149639","VanderCook College of Music","Illinois","123","46","15","Required","Required","Required","Recommended","Required","","","","","24","29","21","29","23","27","Four or more years","0.8"
"2013","149763","Resurrection University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","149772","Western Illinois University","Illinois","10554","6260","1652","Recommended","Required","Required","Recommended","Neither required nor recommended","","","","","18","23","17","23","17","24","Four or more years","0.543"
"2013","149781","Wheaton College","Illinois","1959","1346","598","Recommended","Required","Required","Required","Required","600","720","610","700","27","32","27","34","26","31","Four or more years","0.893"
"2013","178226","Westwood College-O'Hare Airport","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.293"
"2013","260947","Christian Life College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.5"
"2013","260956","Knowledge Systems Institute","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","260974","ITT Technical Institute-Arlington Heights","Illinois","125","108","36","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.541"
"2013","406194","Westwood College-Dupage","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.28"
"2013","409254","Erikson Institute","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","414586","ITT Technical Institute-Orland Park","Illinois","282","165","65","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.457"
"2013","420866","Argosy University-Schaumburg","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","1"
"2013","428286","The Illinois Institute of Art-Schaumburg","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.507"
"2013","434557","ITT Technical Institute-Oak Brook","Illinois","145","135","56","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.396"
"2013","439020","Midwest College of Oriental Medicine-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","440147","Westwood College-River Oaks","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.246"
"2013","442161","University of Phoenix-Chicago Campus","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.066"
"2013","442842","Pacific College of Oriental Medicine-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","1"
"2013","443030","NorthShore University HealthSystem School of Nurse Anesthesia","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","443687","Westwood College-Chicago Loop","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.193"
"2013","445027","American InterContinental University-Online","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.369"
"2013","448673","Rasmussen College-Illinois","Illinois","284","218","143","Neither required nor recommended","Recommended","Recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.2"
"2013","454218","Chamberlain College of Nursing-Administrative Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","454227","Chamberlain College of Nursing-Illinois","Illinois","56","28","26","Neither required nor recommended","Recommended","Required","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","1"
"2013","477020","Strayer University-Illinois","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2013","479655","ITT Technical Institute-Springfield","Illinois","122","121","64","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2013","482477","DeVry University-Illinois","Illinois","2747","1934","1752","Required","Recommended","Required","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.321"
"2012","142832","Adler School of Professional Psychology","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","142887","American Academy of Art","Illinois","263","243","114","Neither required nor recommended","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.424"
"2012","143048","School of the Art Institute of Chicago","Illinois","3004","2352","567","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Required","510","630","500","620","21","27","21","28","19","26","Four or more years","0.54"
"2012","143084","Augustana College","Illinois","4230","2912","658","Required","Recommended","Required","Recommended","Recommended","","","","","","","","","","","Four or more years","0.784"
"2012","143118","Aurora University","Illinois","2219","1655","525","Recommended","Required","Required","Required","Recommended","440","500","460","530","20","24","19","24","19","24","Four or more years","0.576"
"2012","143288","Blackburn College","Illinois","483","296","138","Required","Required","Required","Recommended","Recommended","","","","","19","26","19","25","17","25","Four or more years","0.451"
"2012","143297","Blessing Rieman College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.55"
"2012","143358","Bradley University","Illinois","7562","4787","1016","Required","Required","Required","Required","Recommended","","","510","650","23","28","23","29","24","28","Four or more years","0.756"
"2012","143659","Catholic Theological Union at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","143853","Midwestern University-Downers Grove","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","143978","The Chicago School of Professional Psychology at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","144005","Chicago State University","Illinois","3939","1487","323","Neither required nor recommended","Required","Required","Recommended","Neither required nor recommended","","","420","485","17","20","16","21","16","20","Four or more years","0.207"
"2012","144014","Chicago Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","144050","University of Chicago","Illinois","25271","3340","1527","Recommended","Required","Recommended","Neither required nor recommended","Required","700","780","700","790","31","34","32","35","30","35","Four or more years","0.927"
"2012","144281","Columbia College-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.406"
"2012","144351","Concordia University-Chicago","Illinois","3524","1952","319","Recommended","Required","Required","Neither required nor recommended","Neither required nor recommended","445","575","440","560","19","23","18","24","17","24","Four or more years","0.535"
"2012","144740","DePaul University","Illinois","18160","11318","2593","Recommended","Recommended","Recommended","Required","Required","520","640","500","627","22","27","22","29","21","27","Four or more years","0.705"
"2012","144759","DeVry University-Illinois","Illinois","5795","4236","3955","Required","Recommended","Required","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2012","144777","DeVry University-Administrative Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","144883","East-West University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.317"
"2012","144892","Eastern Illinois University","Illinois","6710","4337","1295","Recommended","Required","Required","Recommended","Recommended","","","","","19","24","18","24","17","24","Four or more years","0.603"
"2012","144962","Elmhurst College","Illinois","3043","2074","560","Required","Required","Required","Recommended","Recommended","480","590","515","610","21","26","21","27","21","27","Four or more years","0.74"
"2012","144971","Eureka College","Illinois","1016","738","156","Required","Required","Required","Recommended","Required","495","685","530","620","19","27","19","26","19","26","Four or more years","0.607"
"2012","145275","Garrett-Evangelical Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","145336","Governors State University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","145372","Greenville College","Illinois","1755","1068","262","Recommended","Required","Required","Recommended","Recommended","465","595","420","590","19","26","19","27","18","27","Four or more years","0.505"
"2012","145460","Harrington College of Design","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.293"
"2012","145497","Hebrew Theological College","Illinois","478","418","330","Recommended","Required","Required","Recommended","Required","470","600","430","540","19","24","20","26","17","24","Four or more years","0.048"
"2012","145558","Rosalind Franklin University of Medicine and Science","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","145600","University of Illinois at Chicago","Illinois","14380","9193","3123","Required","Required","Required","Required","Recommended","470","630","510","640","21","26","21","27","22","27","Four or more years","0.567"
"2012","145619","Benedictine University","Illinois","2091","1586","612","Neither required nor recommended","Required","Required","Neither required nor recommended","Required","","","","","19","24","19","25","18","26","Four or more years","0.525"
"2012","145628","Illinois College of Optometry","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","145637","University of Illinois at Urbana-Champaign","Illinois","31454","19924","6921","Recommended","Required","Recommended","Required","Neither required nor recommended","550","680","680","790","26","31","26","32","26","32","Four or more years","0.838"
"2012","145646","Illinois Wesleyan University","Illinois","3297","1963","490","Recommended","Required","Recommended","Recommended","Required","540","650","570","700","25","30","25","31","25","29","Four or more years","0.781"
"2012","145691","Illinois College","Illinois","2351","1368","285","Required","Neither required nor recommended","Required","Recommended","Recommended","","","","","","","","","","","Four or more years","0.636"
"2012","145725","Illinois Institute of Technology","Illinois","2562","1392","408","Recommended","Required","Recommended","Recommended","Required","513","630","610","710","24","30","24","30","25","30","Four or more years","0.625"
"2012","145770","Argosy University-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","145813","Illinois State University","Illinois","12406","9178","3094","Recommended","Required","Required","Required","Neither required nor recommended","","","","","22","25","21","26","21","26","Four or more years","0.716"
"2012","145886","Institute for Clinical Social Work","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","146010","International Academy of Design and Technology-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.168"
"2012","146241","The John Marshall Law School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","146339","Judson University","Illinois","711","463","163","Neither required nor recommended","Required","Required","Recommended","Required","470","550","520","610","21","26","22","27","20","26","Four or more years","0.5"
"2012","146384","DeVry University's Keller Graduate School of Management-Illinois","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","146393","Kendall College","Illinois","416","385","123","Neither required nor recommended","Recommended","Required","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years","0.368"
"2012","146427","Knox College","Illinois","2208","1713","377","Recommended","Recommended","Recommended","Required","Required","","","","","","","","","","","Four or more years","0.795"
"2012","146481","Lake Forest College","Illinois","3479","1981","416","Recommended","Recommended","Required","Required","Required","","","","","","","","","","","Four or more years","0.638"
"2012","146490","Lake Forest Graduate School of Management","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","146533","Lakeview College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","146612","Lewis University","Illinois","5568","3115","673","Recommended","Required","Required","Required","Recommended","480","610","500","640","20","25","20","25","20","25","Four or more years","0.625"
"2012","146621","Lexington College","Illinois","42","19","7","Recommended","Required","Required","Recommended","Required","","","","","20","22","19","23","17","23","Four or more years","0.5"
"2012","146667","Lincoln Christian University","Illinois","335","224","151","Required","Required","Required","Recommended","Required","410","570","400","610","18","26","18","26","16","25","Four or more years","0.467"
"2012","146676","Lincoln College","Illinois","1527","1122","369","Recommended","Required","Required","Neither required nor recommended","Recommended","340","440","350","370","15","19","14","19","15","18","Four or more years","0.368"
"2012","146719","Loyola University Chicago","Illinois","14042","11395","2003","Recommended","Required","Required","Recommended","Recommended","550","650","540","650","25","29","25","31","24","28","Four or more years","0.71"
"2012","146728","Lutheran School of Theology at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","146755","Trinity College of Nursing & Health Sciences","Illinois","4","0","0","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","","","","","","","","","","","Four or more years","0.667"
"2012","146825","MacMurray College","Illinois","878","583","146","Recommended","Required","Required","Recommended","Neither required nor recommended","390","500","330","540","18","22","15","22","17","22","Four or more years","0.384"
"2012","146977","McCormick Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","147013","McKendree University","Illinois","1354","900","297","Recommended","Required","Required","Required","Required","420","520","460","570","20","25","20","26","18","25","Four or more years","0.483"
